Id,Input,Prompt,Rating
172,"Step 1: Add rolled oats, coconut milk, almond milk, vanilla extract, ground cinnamon, and ground cardamom to a pot over medium-high heat and bring to a simmer. Reduce heat to medium-low, cover, and let cook for approx. 10 min., or until the oats are soft and almost all liquid is absorbed.
","A person is adding rolled oats, coconut milk, almond milk, vanilla extract, ground cinnamon, and ground cardamom to a pot over medium-high heat and then reducing the heat to medium-low, covering the pot, and letting it cook for about 10 minutes until the oats are soft and almost all",
145,"Step 1: Cut the Lime into wedges. In a Collins glass, squeeze a lime wedge and add the peel to the glass.
Step 2: Top with 3 to 4 Ice.
",a glass of orange juice with ice cubes in it,
120,"Step 1: In the image, there is a bowl of cream cheese mixture on top of a white marble counter. There is also a spatula in the bowl, which is used to fold the berries into the cream cheese mixture
Step 2: Spoon the cream cheese mixture into molds. You can use cupcake liners, ice cube trays, or any other silicone molds you have on hand.
Step 3: Freeze for at least 2 hours before removing from the molds and serving.
",the molds are filled with cream cheese mixture and ready to be frozen for at least 2 hours before being removed from the molds and served,
166,"Step 1: A person is cooking eggs in a pan with a wooden spoon
Step 2: In the meantime, halve and toast the English muffins. Peel avocado, remove the pit, and mash with a fork. Season with salt and pepper.
Step 3: Top each halved English muffin with a slice of Alpine cheese, some avocado, scrambled eggs and salsa.
","Top each halved English muffin with a slice of Alpine cheese, some avocado, scrambled eggs and salsa",
139,"Step 1: Fill a mixing glass with Ice cubes. Pour in the GREY GOOSE Le Citron and MARTINI Bianco.
Step 2: Add Maraschino Liqueur, Orange Liqueur, and Orange Bitters. Shake vigorously.
",a glass of orange juice with a few ice cubes in it,
20,"Step 1: A person is cooking eggplant slices in a black frying pan on a stove top
Step 2: To make the béchamel sauce, melt butter in a saucepan over medium heat. Sift in flour and stir continuously into a paste. Once it begins to bubbles, reduce heat to low and gradually add milk while whisking. Whisk vigorously until sauce becomes smooth, then leave to simmer for approx. 3-4 min., until thickened. Remove from heat and whisk in egg. Season with nutmeg, salt, and pepper to taste.
Step 3: Grease a large baking dish. Cut potatoes into thick slices, distribute in an even layer in bottom of baking dish, and lightly salt. Add a layer of eggplant on top, then the meat sauce, sprinkle with cheese, and pour béchamel sauce on top. Bake moussaka in a preheated oven at 200°C/400°F for approx. 45 min, or until the top is set and speckled brown. Remove from oven and let cool slightly before slicing.
","A person is putting cheese on top of a dish that has eggplant, potatoes, and meat sauce in it",
176,"Step 1: Into a mixing bowl add and mix the Self-Rising Flour, Plain Greek Yogurt and Salt.
","a mixing bowl with flour, yogurt, and salt in it",
146,"Step 1: Preheat the oven to 200°C/400°F. Halve the plums, remove the pit and cut into wedges. Place in a baking dish.
","a baking dish with halved plums, removed pits, and cut into wedges",
155,"Step 1: Bring Water to boil in a medium saucepan.
Step 2: Once water has boiled, remove saucepan from heat and add the Black Tea. Steep for 15 minutes.
",a saucepan with black tea in it on a stove top,
92,"Step 1: Wash Fresh Strawberry and let it dry. Chop each to four pieces. Take warm Water and add little sugar and add the Instant Dry Yeast and mix well and let it to rise for some time.
Step 2: Take clean big glass or porcelain jar of five liter size. Put the chopped strawberry into the jar. Add yeast and Caster Sugar, cooled Water, Whole Kernel Corn, Whole Clove, and Cinnamon Stick.
Step 3: Cover the jar tightly with the lid and store it in a dark place. Next day start stirring it with wooden spoon. Not metal! everyday for the next 21 days. Try to do it at same time everyday. Next day strain the clear wine and leave behind the sediment in the bottom.
",A woman is stirring a jar of liquid with a wooden spoon in a dark place,
96,"Step 1: Dry shake or use hand whipper to emulsify the Egg, Bourbon, Averna, Scotch Whisky, Boker's Bitters, The Bitter Truth® Chocolate Bitters, Orange Juice, and Simple Syrup.
Step 2: Add ice to the shaker and shake to cool and dilute.
Step 3: Strain into a chilled cocktail coupe.
",the cocktail is being poured into a chilled cocktail coupe,
185,"Step 1: In this image, a pot of pasta is being cooked on a stove top.
Step 2: To the tomatoes, add Zucchini, Broccoli and Kale. You want these vegetables to hold their shape, so make sure not to overcook them. They should be tender but not really soft which will take around 7 minutes. Add in Boneless, Skinless Chicken Breast.
Step 3: Finally, add pasta to the mix, along with about a 1/2 cup of the pasta water and Grated Parmesan Cheese. Mix everything well over high heat for 1 minute. To serve, pile high into bowls and top with more parmesan and fresh parsley.
",A person is adding pasta to a pot of soup on a stove top,
51,"Step 1: In a large saucepan, caramelize sugar and add onion rings. Once they have softened and browned, add sauerkraut and stir thoroughly
Step 2: Deglaze with a part of the apple juice and all of the white wine. Add butter to pan, season with salt and pepper, and allow to simmer for approx. 30 min.
Step 3: In the meantime, score the skin side of the roast crosswise. Tuck cloves into the incisions. Slather the opposite side with mustard. Then, mix salt, pepper, paprika, and caraway seeds. Sprinkle mixture evenly over roast and pat it in.
",A person is scoring the skin side of a roast with a knife and tucking cloves into the incisions,
126,"Step 1: Bring salted water to a boil and cook tagliatelle according to package instructions. Drain and reserve approx. 100 ml /0.5 cup of the cooking water.
",a pot of tagliatelle is being cooked on a stove top,
98,"Step 1: Put Ground Beef into a bowl. Add Onion, Dried Mixed Herbs, Breadcrumbs and Egg. Mix them together.
","a bowl of ground beef, onion, dried mixed herbs, breadcrumbs, and egg",
79,"Step 1: Light up the grill and cook the Pineapple Rings, Red Bell Pepper, Red Onion and Jalapeño Pepper over medium/high heat until slightly charred, 5 to 10 minutes.
Step 2: For chunky salsa, roughly chop Pineapple, Red Bell Pepper, Small Red Onion, Jalapeño, Tomato, Garlic and toss with Salt and Ground Cumin. For less chunky salsa, throw everything in a food processor and blitz a few times until it reaches a consistency to your liking.
","A woman is chopping up pineapple, red bell pepper, small red onion, jalapeno pepper, tomato, garlic, and cumin on a wooden cutting board",
140,"Step 1: the pan is filled with a mixture of flour, butter, and milk
Step 2: Once the milk is stirred in, take the pan off the heat. Add Apple Cider Vinegar and Kosher Salt to taste.
Step 3: Pour the gravy through a fine mesh strainer into a bowl to get out any lumps. Transfer to a gravy boat and serve!
",a bowl of gravy is being poured into a gravy boat,
125,"Step 1: Place shiitake mushrooms in a small bowl, cover with boiling water and let soak for approx. 20 min. In the meantime, cut up the chicken, halving the breasts so that they are approximately the same size as the other pieces. Set aside. Thinly slice ginger. Cut green onions and carrots into bite-sized pieces. Drain mushrooms – reserving the soaking liquid – remove stems, and cut large caps in half.
Step 2: Add vegetable oil and sugar to a large saucepan. Cook over medium heat until a dark caramel forms. Add chicken pieces and sauté for approx. 1 – 2 min. until browned.
Step 3: Add green onions, ginger, star anise, and rock candy to saucepan.
","a person is adding green onions, ginger, star anise, and rock candy to a saucepan",
107,"Step 1: Preheat oven to 180°C/350°F. Cut the two slices of bread into cubes. Transfer to a bowl, add olive oil and dried basil, and toss until evenly coated. Transfer to a baking sheet and bake for approx. 8 – 10 min. or until golden.
",A person is cutting two slices of bread into cubes and then transferring them to a bowl with olive oil and dried basil,
48,"Step 1: A man is cooking mushrooms in a frying pan over medium-high heat
Step 2: Deglaze with cream and cook for approx. 4 min. Juice lemon. Finely grate Parmesan. Season to taste with salt, pepper, and lemon juice. Add Parmesan and stir to combine.
Step 3: Drain pasta, transfer to frying pan, and stir to combine. Serve pasta and garnish with spring onions.
",a man is stirring a frying pan with a wooden spoon,
18,"Step 1: a man is using a blender to blend basil, creme fraiche, mayonnaise, and maple syrup
Step 2: Heat a frying pan over medium-high heat. Add almonds and toast until golden. Set aside. Add vegetable oil to the same frying pan over high heat and fry asparagus in batches for approx. 3 min. on both sides, or until charred.
Step 3: Stir lemon juice and zest into the dressing. Spread the basil dressing on a plate and place the charred asparagus on top. Garnish with toasted almonds and remaining fresh basil leaves.
",A man is stirring lemon juice and zest into a bowl of dressing on a wooden table,
86,"Step 1: the woman is using a box grater to grate cheese
Step 2: In a large bowl, beat together a little bit of Tabasco sauce with the eggs.
Step 3: Heat up butter in a frying pan and sauté onions over medium heat for approx. 1 – 2 minutes. Then, add the bell pepper and continue to sauté for an additional 2 – 3 min.
",A woman is cooking bell peppers and onions in a frying pan on a stove,
151,"Step 1: Deseed pomegranates. Slice vanilla bean in half and scrape the seeds from the pod.
Step 2: Add pomegranate seeds, sugar, water, vanilla bean and seeds to a pot and bring to a boil. Reduce heat to low and let simmer for approx. 20 min., stirring occasionally.
Step 3: Strain grenadine syrup through a sieve. With a rubber spatula, press out juice from pomegranate seeds. Let cool, then transfer to a bottle.
",A woman is pouring grenadine syrup into a bottle from a sieve,
169,"Step 1: Cauliflower, frozen mixed vegetables, zucchini, and diced red potato are being cooked in a pan on top of a stove
Step 2: Heat Olive Oil in a large skillet or pot over medium heat. Add the Red Onion,Fresh Ginger, Garlic, and Tomato, and cook until the onions have browned and the tomatoes start to break down. About 5-10 minutes.
Step 3: Stir in the Ground Turmeric, Pav Bhaji Masala and Garam Masala, cook for 30 more seconds.Add the mashed vegetables lentil mixture, Salt, and Cayenne Pepper. Cook on low for about 20 minutes.
",A person is stirring a pot of food on a stove with a wooden spoon,
191,"Step 1: A woman is cooking a chicken breast in a grill pan over medium-high heat. She is seasoning the chicken with salt and pepper before cooking it.
Step 2: In the meantime, roughly grate carrot using a box grater.
Step 3: Quarter olives. Halve cherry tomatoes. Cut bell pepper, onion, and cucumber into slices.
",a woman is cutting up vegetables on a cutting board with a knife,
9,"Step 1: Halve fennel, remove stalk, and cut into fine strips. Finely dice onion. Peel garlic. Clean zucchini and bell pepper and cut into bite-sized pieces. Combine vegetables with rosemary, thyme, and some of the olive oil in a plastic bag. Close, shake, and marinate for approx. 20 min.
",A woman is cutting up vegetables on a cutting board with a knife and a peeler,
88,"Step 1: Heat Extra-Virgin Olive Oil.
Step 2: Saute Crushed Red Pepper Flakes and Garlic Paste until fragrant.
",a person is stirring a pot of red pepper flakes and garlic paste on a stove,
171,"Step 1: Preheat the oven to 170°C/350°F. Roughly chop cranberries, dried fruit, hazelnuts, and walnuts.
Step 2: In a large saucepan, melt butter and add honey, vanilla sugar, and brown sugar. Stir thoroughly to combine.
",a person is stirring a saucepan with a wooden spoon,
132,"Step 1: A cast-iron skillet is heating up over the stove, and two steaks are placed in the skillet. The steaks are being cooked on a grill or cast-iron skillet over the stove. The steaks will be cooked for a couple of minutes on each side until they reach the desired temperature.
Step 2: Allow steaks to rest 10 minutes before slicing.
Step 3: Serve with Lettuce Leaf, Green Cabbage, Cucumber, and White Rice.
","a bowl of white rice, lettuce, green cabbage, and cucumber",
2,"Step 1: Fill a highball glass with Ice. Add Dewar’s White Label.
",the highball glass is filled with ice and dewar's white label,
84,"Step 1: Roughly chop chocolate.
Step 2: Heat milk in a small saucepan over medium heat. Add star anise, cloves, and chopped chocolate and stir gently until dissolved. Leave to simmer for approx. 5 – 10 min. Stir occasionally.
",A person is stirring a pot of milk with a wooden spoon in a small saucepan over medium heat,
97,"Step 1: Preheat the oven to 375 degrees F (190 degrees C). Grease a small baking dish with Butter.
",a small baking dish with butter on the bottom,
15,"Step 1: Remove bones, skin, and sinews from beef, season evenly with salt, and allow to rest for 4 hrs.
",a woman is seasoning beef with salt on a cutting board,
110,"Step 1: a can of borsch soup is being poured into a frying pan
Step 2: Add potato noodles, pea shoots and Macao roast pork into the pot. Season with a bit of Ground White Pepper and Chili Oil.
Step 3: Serve hot and
",the dish is served on a plate with a spoon next to it,
52,"Step 1: Spread Chocolate Hazelnut Spread on 8 of the Digestive Biscuit and top with the other remaining 8 biscuits.
Step 2: Soak each biscuit sandwich in the Milk. Don’t put too many biscuits at the same time in the milk because they will break down.
Step 3: Once they've softened, pass them through the Unsweetened Shredded Coconut and set them aside on a separate plate.
",a person is using a spoon to scoop up some coconut shredded from a can of coconut milk,
106,"Step 1: In a medium bowl mix together Aquafaba, Dijon Mustard, Salt, White Wine Vinegar, Granulated Sugar, and Lemon Juice until combined. Use either a whisk or hand mixer.
Step 2: In a consistent stream, slowly pour in the Sunflower Oil a little bit at a time while still whisking or mixing, until mixture is thick and creamy. If the mixture looks too thin, add more oil and continue to mix.
","In a consistent stream, slowly pour in the Sunflower Oil a little bit at a time while still whisking or mixing, until mixture is thick and creamy. If the mixture looks too thin, add more oil and continue to mix",
13,"Step 1: Drain Vegan Kimchi in a colander or sieve, reserving the liquid. If necessary, chop the kimchi.
Step 2: Heat the Neutral Oil in a large skillet over medium-high heat. Add the green and white part of the Scallion and cook, stirring frequently, for two to three minutes, or until tender. Add the Broccoli, season with Soy Sauce, and cook, stirring occasionally, for two to three minutes, until the bok choy is bright green and tender.
Step 3: Add the kimchi and cook for another minute, or until heated through.
",the kimchi is being cooked in a pan on the stove,
137,"Step 1: Mix the Mayonnaise, Tabasco® Chipotle Pepper Sauce and Pineapple Salsa together and set aside. In a hot pan with a little oil, warm the Pork.
",a pan with pork in it being cooked on a stove top,
122,"Step 1: In the image, a person is rolling out dough on a flour-covered work surface. They are using a cookie cutter to cut out round shapes and a small cookie cutter to cut out a hole in the center of half of the large cookie rounds. The person then brushes the round shapes with jam and places doughnut shapes on top
Step 2: Meanwhile, combine confectioner’s sugar and lemon juice in a small bowl.
Step 3: Add chocolate to a small saucepan and melt over low heat.
",a person is adding chocolate to a small saucepan and melting it over low heat,
118,"Step 1: A woman is cooking beef in a pan with ginger, salt, and pepper added to it
Step 2: Bring a pot of water to boil and add udon noodles. Stir gently and let cook approx. 2 min., then drain.
Step 3: Add udon noodles and soy sauce to the pan with beef and spinach and cook, tossing constantly (and gently), until noodles are coated in a thick sauce. Serve immediately topped with sliced scallions and sesame seeds.
",A woman is cooking udon noodles in a pan with beef and spinach,
179,"Step 1: Place your Green Bell Pepper, Red Bell Pepper and Onion into a 2.5 quart dish that is microwave safe and has a cover.
","a green bell pepper, a red bell pepper, and an onion in a dish that is microwave safe and has a cover",
183,"Step 1: Add rice to pot, cover with water, and cook for approx. 12 – 15 min. Meanwhile, cut red cabbage into fine strips. Peel, halve, and julienne carrots. Slice green onions into thin rings.
Step 2: Trim extra fat from beef sirloin, pat dry with paper towels, and cut into strips.
","a person is trimming extra fat from beef sirloin, pat dry with paper towels, and cut into strips",
67,"Step 1: In a bowl, mix together the Cornmeal,  All-Purpose Flour, Caster Sugar, Baking Powder, and Salt. Add Yellow Onion and stir to combine.
Step 2: In a jug, whisk Milk and Large Egg together. Add milk mixture to the flour mixture and mix until the combination is nearly combined, then stir in the Butter.
",a person is whisking milk and large eggs in a jug,
173,"Step 1: Wash and peel white asparagus, cut the end and reserve for later. Separate the stalks and leaves of chervil and tarragon, finely chop the leaves and reserve stalks. Peel and roughly chop the shallots. Juice the lemon.
Step 2: To make Béarnaise sauce, add white wine, reserved chervil and tarragon stalks, shallots, black peppercorns, bay leaf, and half the lemon juice to a saucepan.  Let cook until reduced by half, approx. 10 min.
Step 3: Remove the saucepan from heat and strain the liquid into a bowl through a fine sieve. Melt butter in a saucepan. Next, set up a double boiler and add egg yolk and mustard to the bowl with the liquid, set over simmering water, and whisk until foamy. Pour in the melted butter and continue whisking. Stir in chopped herb leaves.
",A person is stirring a bowl of liquid with a whisk in a double boiler,
157,"Step 1: Chop the Bitter Melon Leaves. Cut the Heirloom Tomato into wedges. In a large bowl, combine heirloom tomatoes with desired amount of Red Wine Vinaigrette, Salt, Ground Black Pepper, and Fresh Purple Basil.
Step 2: Toss to combine. Add Spring Mix Greens and bittermelon leaves, then toss again.
",the woman is tossing salad with a wooden spoon,
190,"Step 1: A woman is cooking in an orange pot on top of a stove. She is stirring the contents of the pot with a wooden spoon.
Step 2: Add crushed tomatoes and season again with salt, pepper, and oregano. Simmer without a lid over medium heat for approx. 15 - 20 min.
Step 3: In the meantime, cook pasta in plenty of salted boiling water according to package instructions for approx. 10 - 12 min. until al dente. Drain, top with sauce, and serve with grated Parmesan.
","A woman is cooking pasta in a pot on top of a stove. She is adding crushed tomatoes and seasoning it again with salt, pepper, and oregano. She then will cook the pasta in plenty of salted boiling water according to package instructions for about 10 to 12 minutes until al dente",
55,"Step 1: Finely chop garlic. Peel and dice onion and carrots.
Step 2: Heat some vegetable oil in a large frying pan and sauté onions, garlic, and carrots. Add ground beef and cook over medium-high heat until meat is browned, approx. 6 - 10 min. While cooking, break into pieces with a cooking spoon. Season with salt and pepper.
",A person is cooking ground beef in a frying pan on a stove top,
170,"Step 1: Wash Fresh Strawberry and let it dry. Chop each to four pieces. Take warm Water and add little sugar and add the Instant Dry Yeast and mix well and let it to rise for some time.
",A woman is chopping up fresh strawberries on a cutting board with a knife,
61,"Step 1: Cut the Cauliflower into small florets and add them to the work bowl of a food processor. Pulse until the cauliflower is chopped into fine granules resembling couscous.
Step 2: Transfer the cauliflower to a bowl. Add the Olive Oil, Garlic and Frozen Green Peas. Toss to coat and cover tightly with plastic wrap. Microwave for 3 minutes on high power.
Step 3: Add the sliced Parmigiano-Reggiano, Ground Black Pepper, and Grape Tomatoes and toss until well combined. Check for seasoning, adding Salt and Lemon if needed.
","a bowl of food with sliced parmigiano-reggiano, ground black pepper, and grape tomatoes in it",
85,"Step 1: Melt dark chocolate in a heatproof bowl set over a pot of simmering water. Set aside. In a bowl, whip cream until stiff and place in the fridge.
",A woman is whipping cream in a bowl with a whisk,
27,"Step 1: Soak Brown Rice for 4 hours. Soak Pigeon Peas and Chana Dal for 2 hours.
","a bowl of brown rice, pigeon peas, and chana dal",
41,"Step 1: Halve avocado, remove the pit, and dice. Halve the red onion and slice thinly. Add both to a serving bowl along with the spinach leaves and crumble in the feta.
",a person is cutting an avocado on a cutting board with a knife,
149,"Step 1: In a large mixing bowl, combine water, sugar, and yeast and set aside for 5 min., or until foamy.
","a large mixing bowl with water, sugar, and yeast in it",
182,"Step 1: Preheat the oven to 250°C/480“F. Finely chop shallot and garlic and set aside. Halve pumpkin and remove seeds. Cut pumpkin into equal-sized pieces and transfer to a parchment-lined baking sheet. Season with salt and pepper. Roast in the oven for approx. 15 min., or until golden brown.
",A person is chopping shallots and garlic on a cutting board,
192,"Step 1: Preheat oven to 180°C/350°F and grease springform pan with coconut oil. For the crust, pulse oats in a food processor to a fine flour. Add buckwheat flour, coconut oil, maple syrup, some cinnamon, baking powder, and a pinch of salt, and pulse to form a crust. If the mixture is too dry, carefully add water a tbsp. at a time to make the crust moldable.
",A person is using a food processor to make a crust for a cake,
162,"Step 1: In tall glass loaded with ice, pour in Partida Blanco Tequila, Lime Juice, Agave Syrup, and Grapefruit Juice.
",a tall glass filled with ice and lime juice sits on a wooden table,
95,"Step 1: Cut chicken breast into cubes or strips. Add the chicken, salt, and lemon to a bowl, mix well, and set aside for approx. 10 min.
",a bowl of chicken with salt and lemon in it,
189,"Step 1: a woman is cracking eggs into a bowl with a spoon
Step 2: For the marinade, bring water, soy sauce, tea, remaining sugar, ginger, cinnamon, star anise, and bay leaf to a boil in the saucepan and let simmer for approx. 10 min.
Step 3: Transfer eggs to marinade and simmer for approx. 20 – 30 min. Let steep in marinade for at least 60 min. or ideally overnight. Carefully peel eggs. Halve if desired. Sprinkle with seasoning salt before serving.
",A woman is cooking eggs in a pot on a stove top,
25,"Step 1: Combine Agave Syrup, Lemon Juice, Fresh Mint Leaves, VEEV® Spirit, and Calamansi Honey in your cocktail shaker.
Step 2: Add Ice and shake.
Step 3: Strain into a chilled 5 to 7 oz coupe glass.
",a glass of orange juice with a slice of lemon in it,
119,"Step 1: Put Canned Chickpeas, Tahini, Lemon Juice, Garlic, Water and Kosher Salt into the bowl of a food processor.
Step 2: Process for 30 seconds. Scrape down the sides of the bowl. Process 30 seconds longer.
","a food processor is filled with chickpeas, tahini, lemon juice, garlic, water, and kosher salt",
172,"Step 1: Add rolled oats, coconut milk, almond milk, vanilla extract, ground cinnamon, and ground cardamom to a pot over medium-high heat and bring to a simmer. Reduce heat to medium-low, cover, and let cook for approx. 10 min., or until the oats are soft and almost all liquid is absorbed.
","A person is adding rolled oats, coconut milk, almond milk, vanilla extract, ground cinnamon, and ground cardamom to a pot over medium-high heat and then reducing the heat to medium-low, covering the pot, and letting it cook for about 10 minutes until the oats are soft and almost all",
145,"Step 1: Cut the Lime into wedges. In a Collins glass, squeeze a lime wedge and add the peel to the glass.
Step 2: Top with 3 to 4 Ice.
",a glass of orange juice with ice cubes in it,
120,"Step 1: In the image, there is a bowl of cream cheese mixture on top of a white marble counter. There is also a spatula in the bowl, which is used to fold the berries into the cream cheese mixture
Step 2: Spoon the cream cheese mixture into molds. You can use cupcake liners, ice cube trays, or any other silicone molds you have on hand.
Step 3: Freeze for at least 2 hours before removing from the molds and serving.
",the molds are filled with cream cheese mixture and ready to be frozen for at least 2 hours before being removed from the molds and served,
166,"Step 1: A person is cooking eggs in a pan with a wooden spoon
Step 2: In the meantime, halve and toast the English muffins. Peel avocado, remove the pit, and mash with a fork. Season with salt and pepper.
Step 3: Top each halved English muffin with a slice of Alpine cheese, some avocado, scrambled eggs and salsa.
","Top each halved English muffin with a slice of Alpine cheese, some avocado, scrambled eggs and salsa",
139,"Step 1: Fill a mixing glass with Ice cubes. Pour in the GREY GOOSE Le Citron and MARTINI Bianco.
Step 2: Add Maraschino Liqueur, Orange Liqueur, and Orange Bitters. Shake vigorously.
",a glass of orange juice with a few ice cubes in it,
20,"Step 1: A person is cooking eggplant slices in a black frying pan on a stove top
Step 2: To make the béchamel sauce, melt butter in a saucepan over medium heat. Sift in flour and stir continuously into a paste. Once it begins to bubbles, reduce heat to low and gradually add milk while whisking. Whisk vigorously until sauce becomes smooth, then leave to simmer for approx. 3-4 min., until thickened. Remove from heat and whisk in egg. Season with nutmeg, salt, and pepper to taste.
Step 3: Grease a large baking dish. Cut potatoes into thick slices, distribute in an even layer in bottom of baking dish, and lightly salt. Add a layer of eggplant on top, then the meat sauce, sprinkle with cheese, and pour béchamel sauce on top. Bake moussaka in a preheated oven at 200°C/400°F for approx. 45 min, or until the top is set and speckled brown. Remove from oven and let cool slightly before slicing.
","A person is putting cheese on top of a dish that has eggplant, potatoes, and meat sauce in it",
176,"Step 1: Into a mixing bowl add and mix the Self-Rising Flour, Plain Greek Yogurt and Salt.
","a mixing bowl with flour, yogurt, and salt in it",
146,"Step 1: Preheat the oven to 200°C/400°F. Halve the plums, remove the pit and cut into wedges. Place in a baking dish.
","a baking dish with halved plums, removed pits, and cut into wedges",
155,"Step 1: Bring Water to boil in a medium saucepan.
Step 2: Once water has boiled, remove saucepan from heat and add the Black Tea. Steep for 15 minutes.
",a saucepan with black tea in it on a stove top,
92,"Step 1: Wash Fresh Strawberry and let it dry. Chop each to four pieces. Take warm Water and add little sugar and add the Instant Dry Yeast and mix well and let it to rise for some time.
Step 2: Take clean big glass or porcelain jar of five liter size. Put the chopped strawberry into the jar. Add yeast and Caster Sugar, cooled Water, Whole Kernel Corn, Whole Clove, and Cinnamon Stick.
Step 3: Cover the jar tightly with the lid and store it in a dark place. Next day start stirring it with wooden spoon. Not metal! everyday for the next 21 days. Try to do it at same time everyday. Next day strain the clear wine and leave behind the sediment in the bottom.
",A woman is stirring a jar of liquid with a wooden spoon in a dark place,
96,"Step 1: Dry shake or use hand whipper to emulsify the Egg, Bourbon, Averna, Scotch Whisky, Boker's Bitters, The Bitter Truth® Chocolate Bitters, Orange Juice, and Simple Syrup.
Step 2: Add ice to the shaker and shake to cool and dilute.
Step 3: Strain into a chilled cocktail coupe.
",the cocktail is being poured into a chilled cocktail coupe,
185,"Step 1: In this image, a pot of pasta is being cooked on a stove top.
Step 2: To the tomatoes, add Zucchini, Broccoli and Kale. You want these vegetables to hold their shape, so make sure not to overcook them. They should be tender but not really soft which will take around 7 minutes. Add in Boneless, Skinless Chicken Breast.
Step 3: Finally, add pasta to the mix, along with about a 1/2 cup of the pasta water and Grated Parmesan Cheese. Mix everything well over high heat for 1 minute. To serve, pile high into bowls and top with more parmesan and fresh parsley.
",A person is adding pasta to a pot of soup on a stove top,
51,"Step 1: In a large saucepan, caramelize sugar and add onion rings. Once they have softened and browned, add sauerkraut and stir thoroughly
Step 2: Deglaze with a part of the apple juice and all of the white wine. Add butter to pan, season with salt and pepper, and allow to simmer for approx. 30 min.
Step 3: In the meantime, score the skin side of the roast crosswise. Tuck cloves into the incisions. Slather the opposite side with mustard. Then, mix salt, pepper, paprika, and caraway seeds. Sprinkle mixture evenly over roast and pat it in.
",A person is scoring the skin side of a roast with a knife and tucking cloves into the incisions,
126,"Step 1: Bring salted water to a boil and cook tagliatelle according to package instructions. Drain and reserve approx. 100 ml /0.5 cup of the cooking water.
",a pot of tagliatelle is being cooked on a stove top,
98,"Step 1: Put Ground Beef into a bowl. Add Onion, Dried Mixed Herbs, Breadcrumbs and Egg. Mix them together.
","a bowl of ground beef, onion, dried mixed herbs, breadcrumbs, and egg",
79,"Step 1: Light up the grill and cook the Pineapple Rings, Red Bell Pepper, Red Onion and Jalapeño Pepper over medium/high heat until slightly charred, 5 to 10 minutes.
Step 2: For chunky salsa, roughly chop Pineapple, Red Bell Pepper, Small Red Onion, Jalapeño, Tomato, Garlic and toss with Salt and Ground Cumin. For less chunky salsa, throw everything in a food processor and blitz a few times until it reaches a consistency to your liking.
","A woman is chopping up pineapple, red bell pepper, small red onion, jalapeno pepper, tomato, garlic, and cumin on a wooden cutting board",
140,"Step 1: the pan is filled with a mixture of flour, butter, and milk
Step 2: Once the milk is stirred in, take the pan off the heat. Add Apple Cider Vinegar and Kosher Salt to taste.
Step 3: Pour the gravy through a fine mesh strainer into a bowl to get out any lumps. Transfer to a gravy boat and serve!
",a bowl of gravy is being poured into a gravy boat,
125,"Step 1: Place shiitake mushrooms in a small bowl, cover with boiling water and let soak for approx. 20 min. In the meantime, cut up the chicken, halving the breasts so that they are approximately the same size as the other pieces. Set aside. Thinly slice ginger. Cut green onions and carrots into bite-sized pieces. Drain mushrooms – reserving the soaking liquid – remove stems, and cut large caps in half.
Step 2: Add vegetable oil and sugar to a large saucepan. Cook over medium heat until a dark caramel forms. Add chicken pieces and sauté for approx. 1 – 2 min. until browned.
Step 3: Add green onions, ginger, star anise, and rock candy to saucepan.
","a person is adding green onions, ginger, star anise, and rock candy to a saucepan",
107,"Step 1: Preheat oven to 180°C/350°F. Cut the two slices of bread into cubes. Transfer to a bowl, add olive oil and dried basil, and toss until evenly coated. Transfer to a baking sheet and bake for approx. 8 – 10 min. or until golden.
",A person is cutting two slices of bread into cubes and then transferring them to a bowl with olive oil and dried basil,
48,"Step 1: A man is cooking mushrooms in a frying pan over medium-high heat
Step 2: Deglaze with cream and cook for approx. 4 min. Juice lemon. Finely grate Parmesan. Season to taste with salt, pepper, and lemon juice. Add Parmesan and stir to combine.
Step 3: Drain pasta, transfer to frying pan, and stir to combine. Serve pasta and garnish with spring onions.
",a man is stirring a frying pan with a wooden spoon,
18,"Step 1: a man is using a blender to blend basil, creme fraiche, mayonnaise, and maple syrup
Step 2: Heat a frying pan over medium-high heat. Add almonds and toast until golden. Set aside. Add vegetable oil to the same frying pan over high heat and fry asparagus in batches for approx. 3 min. on both sides, or until charred.
Step 3: Stir lemon juice and zest into the dressing. Spread the basil dressing on a plate and place the charred asparagus on top. Garnish with toasted almonds and remaining fresh basil leaves.
",A man is stirring lemon juice and zest into a bowl of dressing on a wooden table,
86,"Step 1: the woman is using a box grater to grate cheese
Step 2: In a large bowl, beat together a little bit of Tabasco sauce with the eggs.
Step 3: Heat up butter in a frying pan and sauté onions over medium heat for approx. 1 – 2 minutes. Then, add the bell pepper and continue to sauté for an additional 2 – 3 min.
",A woman is cooking bell peppers and onions in a frying pan on a stove,
151,"Step 1: Deseed pomegranates. Slice vanilla bean in half and scrape the seeds from the pod.
Step 2: Add pomegranate seeds, sugar, water, vanilla bean and seeds to a pot and bring to a boil. Reduce heat to low and let simmer for approx. 20 min., stirring occasionally.
Step 3: Strain grenadine syrup through a sieve. With a rubber spatula, press out juice from pomegranate seeds. Let cool, then transfer to a bottle.
",A woman is pouring grenadine syrup into a bottle from a sieve,
